"Order Notification","Order Notification"
"Customer Notification","Customer Notification"
"Review Notification","Review Notification"
"Tag Notification","Tag Notification"
"Admin Email Notifications","Admin Email Notifications"
"Email Sender","Email Sender"
"Send To","Send To"
"New Order","New Order"
"Email Template","Email Template"
"New Registration","New Registration"
"New Review","New Review"
"New Tag","New Tag"
